کارکرد,مدل (سال تولید),رنگ,برند و تیپ,نوع سوخت,وضعیت موتور,وضعیت شاسی‌ها,وضعیت بدنه,مهلت بیمهٔ شخص ثالث,گیربکس,قیمت پایه,شاسی جلو,شاسی عقب,نمایشگاه,نوع آگهی,مایل به معاوضه,حداقل مبلغ پیش‌پرداخت,مبلغ هر قسط,تعداد اقساط,فروشنده
۲۰٬۰۰۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۴۸۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۲۰٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۳۷۳٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۴۷٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۱۰٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۳۶۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,کارنامه
۱۹۰٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۸ ماه,دنده‌ای,۳۳۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۸۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۶۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۶۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,تصادفی,۳ ماه,دنده‌ای,۱۸۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,هستم,,,,
۴۱۱٬۰۰۰,۱۳۸۴,خاکستری,پژو 206 تیپ ۲,بنزینی,نیاز به تعمیر,,دوررنگ,۵ ماه,دنده‌ای,۱۶۰٬۰۰۰٬۰۰۰ تومان,رنگ‌شده,ضربه‌خورده,,,,,,,
۱۰۰٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۲۰۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۶۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۰ ماه,دنده‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۶۰٬۰۰۰,۱۳۸۳,یشمی,پژو 206 تیپ ۲,بنزینی,,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,,,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۵٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۶۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۴۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,۳۰۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۸۶٬۰۰۰,۱۳۸۲,آلبالویی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۱ ماه,دنده‌ای,۲۰۹٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۵۰٬۰۰۰,۱۳۸۲,نقرآبی,پژو 206 تیپ ۲,بنزینی,تعویض شده,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,۱۱٬۱۱۱٬۱۱۰ تومان,,,,فروشی,هستم,,,,
۹۵٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,۳۸۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۳ ماه,دنده‌ای,۲۴۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۹۵٬۰۰۰,۱۳۹۲,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای,۲۹۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۱۰٬۰۰۰,۱۳۸۵,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,۲۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۰٬۰۰۰,۱۳۸۲,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۹۲٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۳۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲٬۲۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۵۳۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۹٬۸۰۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,سالم و بی‌خط و خش,,دنده‌ای,۴۷۶٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۳۰۲٬۰۰۰,۱۳۸۴,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۰٬۰۰۰,۱۳۸۲,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۱۲٬۰۰۰,۱۳۹۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۸۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۹۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,۲۸۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۹۴٬۰۰۰,۱۳۸۸,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,۳۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۷۵٬۰۰۰,۱۳۸۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,,خط و خش جزیی,۱۲ ماه,دنده‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۹۰٬۰۰۰,۱۳۸۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۸ ماه,دنده‌ای,۱۸۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۹۰٬۰۰۰,۱۳۸۴,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۶۰٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۵٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,دنده‌ای,۴۲۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۳۵٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۳۶۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۳۸۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,دوررنگ,۱۰ ماه,دنده‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,فروشی,,,,,
۱۹۰٬۰۰۰,۱۳۸۵,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۳ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۴۷۰٬۰۰۰,۱۳۸۶,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,تمام‌رنگ,۱۱ ماه,دنده‌ای,۱۷۵٬۰۰۰٬۰۰۰ تومان,,سالم و پلمپ,,,,,,,
۲۰٬۰۰۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۴۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۸٬۸۰۰,۱۳۸۸,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۲۷۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۴۳٬۰۰۰,۱۳۸۸,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,دنده‌ای,۲۲۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۴۲٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۳۱۸٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۸۸٬۰۰۰,۱۳۹۸,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۳۰٬۰۰۰,۱۳۹۶,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,۳۲۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۵۶٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۴۹٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۸٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۴۴۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۵٬۰۰۰,۱۳۸۵,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۲۰٬۰۰۰,۱۳۸۸,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,۲۶۶٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۴٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,۴۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۱ ماه,دنده‌ای,۱۴۵٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,,,,,,,,
۱۹۰٬۰۰۰,۱۳۸۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,تمام‌رنگ,۳ ماه,دنده‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۴٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,دنده‌ای,۴۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۴۰٬۰۰۰,۱۳۸۲,بژ,پژو 206 تیپ ۲,بنزینی,سالم,,تمام‌رنگ,۱۰ ماه,دنده‌ای,۱۲۵٬۰۰۰٬۰۰۰ تومان,سالم و پلمپ,ضربه‌خورده,,,,,,,
۳۵۰٬۰۰۰,۱۳۸۳,نقرآبی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۸۵٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,خط و خش جزیی,۱۱ ماه,دنده‌ای,۳۴۵٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,,,,,
۵۱٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,۳۸۹٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۵٬۰۰۰,۱۳۹۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای,۲۶۳٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۸۵٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,دنده‌ای,۳۹۷٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۱۴٬۰۰۰,۱۳۸۹,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۸۰٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۴۰۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۴۹۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,تمام‌رنگ,۳ ماه,دنده‌ای,۱۷۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۸۲٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۱ ماه,دنده‌ای,۳۴۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۰۰٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,۳۸۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۵۰٬۰۰۰,۱۳۸۵,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۰۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۰۰٬۰۰۰,۱۳۸۴,دلفینی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۲۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۵٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,۳۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۵٬۰۰۰,۱۳۸۶,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۴۰٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,۳۳۴٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۲۰٬۰۰۰,۱۳۸۹,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۴ ماه,دنده‌ای,۱۱۱٬۱۱۱٬۱۱۱ تومان,ضربه‌خورده,سالم و پلمپ,,,,,,,
۹۸٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۳۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۷٬۰۰۰,۱۳۸۴,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۸۵٬۰۰۰,۱۳۸۲,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,۲۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۶۰٬۰۰۰,۱۳۸۵,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۱۷٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶٬۴۰۰,۱۴۰۰,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۱۷٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,۳۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۲٬۰۰۰,۱۳۸۹,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۳۷٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۹۵,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۵۸۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۶۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۰۰٬۰۰۰,۱۳۸۶,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,۲۹۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۲۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۹۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۳۳٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۱۰٬۰۰۰,۱۳۸۴,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم و پلمپ,,,,هستم,,,,
۳۷٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۱۰٬۰۰۰٬۰۰۰ تومان,,,جهان خودرو,,,۲۵۰٬۰۰۰٬۰۰۰ تومان,توافقی,توافقی,
۶۳٬۰۰۰,۱۳۹۶,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,۳۹۷٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۹۰٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۴۱۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۹۷٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۳۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۰٬۰۰۰,۱۳۹۸,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۳٬۰۰۰,۱۴۰۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۶۸٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۶٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۱۱۱٬۱۱۱٬۱۱۱ تومان,,,,,,,,,
۴۲٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۴۹٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۲٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,۴۰۹٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۸۴٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,۲۸۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۲٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,۲۸۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۶۰٬۰۰۰,۱۴۰۰,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,۴۱۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۳۵٬۰۰۰,۱۳۹۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۸۸٬۰۰۰,۱۳۸۹,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۰٬۰۰۰,۱۳۹۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۹۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۴۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,,سالم و پلمپ,دوررنگ,,,۱۸۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۸۹٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,۳۶۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۶۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۹ ماه,دنده‌ای,۱۵۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۸۰٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۹۵٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۳ ماه,دنده‌ای,۲۶۹٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۷٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,,,سالم و بی‌خط و خش,۹ ماه,,۴۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۲۰٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۳۶۴٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۲۴٬۰۰۰,۱۳۸۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,رنگ‌شده,دوررنگ,۸ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۹۷٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,۳۹۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
