کارکرد,مدل (سال تولید),رنگ,برند و تیپ,نوع سوخت,وضعیت موتور,وضعیت شاسی‌ها,وضعیت بدنه,مهلت بیمهٔ شخص ثالث,گیربکس,قیمت پایه,شاسی جلو,شاسی عقب,نمایشگاه,نوع آگهی,مایل به معاوضه,حداقل مبلغ پیش‌پرداخت,مبلغ هر قسط,تعداد اقساط,فروشنده
۷۰٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۰۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰٬۰۰۰,۱۳۹۹,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۴۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۷٬۰۰۰,۱۳۸۶,نقره‌ای,پژو 206 تیپ ۲,بنزینی,,,رنگ‌شدگی,,,۲۲۳٬۰۰۰٬۰۰۰ تومان,سالم و پلمپ,ضربه‌خورده,,,,,,,
۳۶٬۸۰۰,۱۳۹۹,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۴۴۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۹۰٬۰۰۰,۱۳۸۲,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۳۱۵٬۰۰۰,۱۳۸۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۳۰٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۸۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۷۰٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۴۲۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۷۵٬۰۰۰,۱۳۸۳,آبی,پژو 206 تیپ ۲,بنزینی,سالم,,تمام‌رنگ,۵ ماه,دنده‌ای,۱۴۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,,,,,
۳۶۰٬۰۰۰,۱۳۸۳,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۷٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۶ ماه,دنده‌ای,۴۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۲۶٬۳۴۱,۱۳۸۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,دوررنگ,۲ ماه,دنده‌ای,۲۳۷٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,,,,,
۴۱۰٬۰۰۰,۱۳۸۱,ذغالی,پژو 206 تیپ ۲,بنزینی,تعویض شده,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,۱۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۵٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۶۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۶۰٬۰۰۰,۱۳۸۸,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۲۵۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۵۹٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,۳۲۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۱۱٬۰۰۰,۱۳۹۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,۳۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۹۵٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,۳۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۲۶٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۳۸۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۹٬۵۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,۴۱۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۰٬۰۰۰,۱۳۹۱,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۹ ماه,دنده‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۵۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,۵۱۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۷۵٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,۴۲۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۱۱٬۱۱۱,۱۳۸۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۷ ماه,دنده‌ای,۲۲۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۱۰٬۰۰۰,۱۳۹۴,سفید صدفی,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۱۲ ماه,دنده‌ای,۳۳۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۲,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۸ ماه,دنده‌ای,۱۹۶٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۶٬۰۰۰,۱۴۰۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,۴۵۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۴۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,دوررنگ,۴ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,رنگ‌شده,سالم و پلمپ,,فروشی,,,,,
۱۸٬۰۰۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۴۷۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۴٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,۴۴۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۴٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۳۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۸۱٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۰۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۸۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱ ماه,دنده‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۰٬۰۰۰,۱۳۹۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,۲۷۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۲۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۶۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۲,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,۱۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۷٬۰۰۰,۱۳۹۴,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,دوررنگ,۳ ماه,دنده‌ای,۳۴۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۰۵٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۵ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۵۰٬۰۰۰,۱۳۸۷,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,۲۵۳٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۲۳٬۰۰۰,۱۳۹۴,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۳۴۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۳۹٬۰۰۰,۱۳۸۲,یشمی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۷٬۰۰۰,۱۴۰۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۴۶۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۷۹٬۰۰۰,۱۳۹۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۹۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۶۸٬۰۰۰,۱۳۹۰,سفید صدفی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۰٬۰۰۰,۱۳۸۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۲۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۷٬۰۰۰,۱۳۸۹,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,,۲۶۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۸۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱ ماه,دنده‌ای,۲۰۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۲۰٬۰۰۰,۱۳۹۰,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۳۱۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۵٬۰۰۰,۱۴۰۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,۹۶۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۴۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,دنده‌ای,۱۹۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۶۴٬۰۰۰,۱۳۹۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,۲۸۳٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۳۵٬۰۰۰,۱۳۸۳,نقرآبی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۳۴۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,,,,۸ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۴۰٬۰۰۰,۱۳۸۴,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,دوررنگ,۵ ماه,دنده‌ای,۱۵۹٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,فروشی,هستم,,,,
۱٬۰۸۰,۱۴۰۰,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,۴۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۵۱٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۸۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۷۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۵ ماه,دنده‌ای,۱۷۸٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۱۵۰٬۰۰۰,۱۳۸۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۱۰ ماه,دنده‌ای,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم و پلمپ,ضربه‌خورده,,فروشی,,,,,
۱۰۰٬۰۰۰,۱۳۹۵,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۷ ماه,دنده‌ای,۳۳۳٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۴٬۲۰۰,۱۳۸۳,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,۱۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۴۹٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,,خط و خش جزیی,۹ ماه,دنده‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,هستم,,,,
۱۶۳٬۰۰۰,۱۳۸۳,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۳۰٬۰۰۰,۱۳۸۶,نوک‌مدادی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۳۸٬۰۰۰,۱۳۸۲,نقرآبی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,۱۷۹٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۳۰۰٬۰۰۰,۱۳۹۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۵۰٬۰۰۰,۱۳۸۲,آلبالویی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,۱۷۸٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۹۱٬۰۰۰,۱۳۹۱,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,دنده‌ای,۲۵۵٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۱۰۳٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,۴۱۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۸۰٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,دنده‌ای,۳۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,تمام‌رنگ,۷ ماه,دنده‌ای,۱۹۸٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۲۰٬۰۰۰,۱۳۸۲,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,تمام‌رنگ,۱۰ ماه,دنده‌ای,۲۰۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,۲۴۹٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۵٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,,۴۱۷٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۵,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,,۴۱۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۲٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,۴۰۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۰٬۰۰۰,۱۳۸۳,بژ,پژو 206 تیپ ۲,بنزینی,نیاز به تعمیر,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,۱۵۵٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۲۰٬۰۰۰,۱۳۸۴,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۲۲۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۰۳٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,۴۱۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,هستم,,,,
۱۴۳٬۰۰۰,۱۳۹۴,آبی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,۳۴۱٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۱۹٬۰۰۰,۱۳۹۰,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,۳۲۸٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۵۰٬۰۰۰,۱۳۸۶,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱ ماه,دنده‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۷۵٬۰۰۰,۱۳۸۳,بژ,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۸ ماه,دنده‌ای,۲۰۸٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۷۵٬۰۰۰,۱۳۸۱,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۳۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,,خط و خش جزیی,۱۱ ماه,دنده‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۴٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,۱۲۳٬۴۵۶٬۴۵۶ تومان,,,,فروشی,هستم,,,,
۱۳۵٬۵۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۰ ماه,دنده‌ای,۱۷۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۳۲٬۰۰۰,۱۳۸۵,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۵۰٬۰۰۰,۱۳۹۸,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۳ ماه,دنده‌ای,۴۳۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۵۸٬۰۰۰,۱۳۹۷,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,۳۷۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۳۴٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,۴۵۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۹٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۴۶۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۱۸۰٬۰۰۰,۱۳۹۶,سفید,پژو 206 تیپ ۲,بنزینی,,,خط و خش جزیی,۱۰ ماه,دنده‌ای,۱۱٬۱۱۱٬۱۱۱ تومان,,,,فروشی,,,,,
۶۳٬۰۰۰,۱۳۹۹,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,۴۲۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۴۱۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۶ ماه,دنده‌ای,۱۹۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۵۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,دوررنگ,۱۰ ماه,دنده‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۶۵٬۰۰۰,۱۳۹۷,قرمز,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۳۹۸٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۲۲۰٬۰۰۰,۱۳۸۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,۲۵۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۲۵٬۶۱۹,۱۳۸۲,یشمی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,دنده‌ای,۲۰۰٬۰۰۰٬۰۰۰ تومان,,,,,,,,,
۲۰۷٬۰۰۰,۱۳۹۰,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,,رنگ‌شدگی,۸ ماه,دنده‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,ضربه‌خورده,سالم و پلمپ,,فروشی,,,,,
۷۰٬۰۰۰,۱۳۹۸,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,۳۹۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۲۱۲٬۰۰۰,۱۳۸۵,خاکستری,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۱۷٬۰۰۰,۱۳۹۴,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,۳۶۰٬۰۰۰٬۰۰۰ تومان,,,,فروشی,,,,,
۳۳٬۰۰۰,۱۳۹۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۴۳۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۰۰٬۰۰۰,۱۳۸۳,مشکی,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۱۷۰٬۰۰۰,۱۳۸۹,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,۳۱۸٬۰۰۰٬۰۰۰ تومان,,,,,هستم,,,,
۳۹٬۰۰۰,۱۴۰۰,سفید,پژو 206 تیپ ۲,بنزینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,۱۲٬۳۴۵٬۶۷۸ تومان,,,,,هستم,,,,
